Smiles,Label,1
Fc1ccc(cc1)C(=O)C1CCN(CC1)CCn1c(=O)[nH]c2c(c1=O)cccc2,0,0.8521651
COc1ccc(cc1N1CCN(CC1)C)NC(=O)c1ccc(c(c1)C)c1ccncc1,0,0.50646764
Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)(O)c1ccc(cc1)Cl,0,0.63537085
FCC(NC[C@H](COc1cccc2c1c1ccccc1[nH]2)O)C,0,0.89993554
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)c1nsc2c1cccc2,0,0.523378
Cc1ccc2c(n1)cccc2OCCN1CCN(CC1)Cc1cccc2c1nccc2,0,0.35602027
COc1cc(ccc1OCCCN1CCC(CC1)c1noc2c1ccc(c2)F)C(=O)C,0,0.25757685
COC(=O)c1[nH]c2c(c1)c(ccc2)N1CCN(CC1)CCCCN1C(=O)c2c(S1(=O)=O)cccc2,0,0.29417032
COc1ccccc1N1CCN(CC1)CCN(C(=O)c1ccc(cc1)I)c1ccccn1,0,0.4653278
COc1ccccc1N1CCN(CC1)CCN(c1ccccc1[N+](=O)[O-])C(=O)C1CCCCC1,0,0.078761846
